date,city_district,price,increase
2012-07,hangzhou_whole_city,18465,0.0103
2012-06,hangzhou_whole_city,18277,0.0011
2012-11,hangzhou_whole_city,18388,-0.0069
2012-10,hangzhou_whole_city,18516,-0.008
2012-05,hangzhou_whole_city,18257,-0.0124
2012-04,hangzhou_whole_city,18487,-0.0202
2012-03,hangzhou_whole_city,18868,-0.0008
2012-02,hangzhou_whole_city,18883,-0.0143
2012-01,hangzhou_whole_city,19157,
2012-12,shanghai_pudong,23344,0.0155
2012-11,shanghai_pudong,22987,0.013
2012-10,shanghai_pudong,22692,0.0032
2012-09,shanghai_pudong,22620,0.0001
2012-08,shanghai_pudong,22618,0.0086
2012-07,shanghai_pudong,22425,0.0171
2012-06,shanghai_pudong,22048,0.0086
2012-04,shanghai_pudong,21861,0.0089
2012-03,shanghai_pudong,21668,0.0097
2012-02,shanghai_pudong,21459,-0.0146
2012-05,shanghai_pudong,21860,
2012-01,shanghai_pudong,21776,
2012-12,shanghai_minhang,20940,0.014
2012-11,shanghai_minhang,20651,0.0064
2012-10,shanghai_minhang,20520,0.0045
2012-09,shanghai_minhang,20429,0.0018
2012-08,shanghai_minhang,20393,0.0119
2012-07,shanghai_minhang,20154,0.0163
2012-06,shanghai_minhang,19831,0.0112
2012-03,shanghai_minhang,19630,0.0074
2012-05,shanghai_minhang,19611,-0.0007
2012-04,shanghai_minhang,19625,-0.0003
2012-02,shanghai_minhang,19485,-0.0192
2012-01,shanghai_minhang,19867,
2012-12,shanghai_baoshan,17827,0.0099
2012-11,shanghai_baoshan,17652,0.0051
2012-10,shanghai_baoshan,17562,0.0058
2012-09,shanghai_baoshan,17460,0.0059
2012-08,shanghai_baoshan,17357,0.0098
2012-07,shanghai_baoshan,17188,0.0105
2012-05,shanghai_baoshan,17023,0.0051
2012-04,shanghai_baoshan,16937,0.0027
2012-06,shanghai_baoshan,17009,-0.0008
2012-03,shanghai_baoshan,16891,-0.0144
2012-02,shanghai_baoshan,17138,-0.0286
2012-01,shanghai_baoshan,17643,
2012-12,shanghai_xuhui,30437,0.0132
2012-09,shanghai_xuhui,30263,0.011
2012-08,shanghai_xuhui,29935,0.012
2012-07,shanghai_xuhui,29579,0.017
2012-06,shanghai_xuhui,29084,0.0029
2012-05,shanghai_xuhui,28999,0.0048
2012-04,shanghai_xuhui,28860,0.003
2012-11,shanghai_xuhui,30041,-0.0016
2012-10,shanghai_xuhui,30090,-0.0057
2012-03,shanghai_xuhui,28773,-0.0016
2012-02,shanghai_xuhui,28818,-0.0208
2012-01,shanghai_xuhui,29431,
2012-12,shanghai_songjiang,15409,0.0174
2012-11,shanghai_songjiang,15145,0.0134
2012-10,shanghai_songjiang,14945,0.0029
2012-09,shanghai_songjiang,14902,0.009
2012-08,shanghai_songjiang,14769,0.0139
2012-07,shanghai_songjiang,14566,0.0087
2012-06,shanghai_songjiang,14441,0.0105
2012-05,shanghai_songjiang,14291,0.0039
2012-04,shanghai_songjiang,14235,0.0086
2012-03,shanghai_songjiang,14113,-0.0125
2012-02,shanghai_songjiang,14292,-0.0067
2012-01,shanghai_songjiang,14389,
2012-12,shanghai_jiading,14443,0.018
2012-11,shanghai_jiading,14187,0.0113
2012-09,shanghai_jiading,14134,0.0201
2012-08,shanghai_jiading,13855,0.0021
2012-07,shanghai_jiading,13826,0.0143
2012-06,shanghai_jiading,13631,0.0141
2012-10,shanghai_jiading,14028,-0.0075
2012-05,shanghai_jiading,13441,-0.0142
2012-04,shanghai_jiading,13635,-0.0217
2012-03,shanghai_jiading,13938,-0.0311
2012-02,shanghai_jiading,14386,-0.0083
2012-01,shanghai_jiading,14506,
2012-12,shanghai_jingan,39667,0.0256
2012-10,shanghai_jingan,38756,0.0041
2012-09,shanghai_jingan,38596,0.0006
2012-08,shanghai_jingan,38572,0.0072
2012-07,shanghai_jingan,38295,0.0206
2012-06,shanghai_jingan,37521,0.0022
2012-05,shanghai_jingan,37440,0.0511
2012-04,shanghai_jingan,35619,0.0108
2012-11,shanghai_jingan,38676,-0.0021
2012-03,shanghai_jingan,35238,-0.0434
2012-02,shanghai_jingan,36836,-0.0277
2012-01,shanghai_jingan,37887,
2012-12,shanghai_putuo,24416,0.0167
2012-11,shanghai_putuo,24016,0.0173
2012-10,shanghai_putuo,23608,0.0038
2012-09,shanghai_putuo,23519,0.0114
2012-08,shanghai_putuo,23255,0.0125
2012-07,shanghai_putuo,22969,0.0043
2012-06,shanghai_putuo,22870,0.0072
2012-05,shanghai_putuo,22706,0.0075
2012-03,shanghai_putuo,22559,0.0066
2012-04,shanghai_putuo,22536,-0.001
2012-02,shanghai_putuo,22410,-0.0111
2012-01,shanghai_putuo,22661,
2012-12,shanghai_yangpu,25474,0.0199
2012-11,shanghai_yangpu,24976,0.0071
2012-10,shanghai_yangpu,24800,0.0074
2012-09,shanghai_yangpu,24618,0.0111
2012-08,shanghai_yangpu,24348,0.0009
2012-07,shanghai_yangpu,24327,0.0015
2012-06,shanghai_yangpu,24290,0.0009
2012-05,shanghai_yangpu,24268,0.011
2012-04,shanghai_yangpu,24004,0.0012
2012-03,shanghai_yangpu,23975,0.0116
2012-02,shanghai_yangpu,23701,-0.0073
2012-01,shanghai_yangpu,23875,
2012-12,shanghai_hongkou,27383,0.0221
2012-11,shanghai_hongkou,26790,0.0087
2012-10,shanghai_hongkou,26559,0.0098
2012-07,shanghai_hongkou,26467,0.0113
2012-06,shanghai_hongkou,26170,0.0067
2012-02,shanghai_hongkou,26274,0.0006
2012-09,shanghai_hongkou,26302,-0.0044
2012-08,shanghai_hongkou,26418,-0.0019
2012-05,shanghai_hongkou,25996,-0.0034
2012-04,shanghai_hongkou,26085,-0.0032
2012-03,shanghai_hongkou,26169,-0.004
2012-01,shanghai_hongkou,26258,
2012-12,shanghai_changning,30775,0.0171
2012-11,shanghai_changning,30258,0.0046
2012-10,shanghai_changning,30118,0.0085
2012-09,shanghai_changning,29864,0.0159
2012-08,shanghai_changning,29397,0.0017
2012-07,shanghai_changning,29348,0.0007
2012-06,shanghai_changning,29327,0.0056
2012-05,shanghai_changning,29164,-0.0018
2012-04,shanghai_changning,29217,-0.0045
2012-03,shanghai_changning,29348,-0.0149
2012-02,shanghai_changning,29791,-0.0073
2012-01,shanghai_changning,30010,
2012-12,shanghai_huangpu,34239,0.0213
2012-10,shanghai_huangpu,33724,0.0095
2012-09,shanghai_huangpu,33406,0.0149
2012-08,shanghai_huangpu,32915,0.0153
2012-07,shanghai_huangpu,32418,0.015
2012-06,shanghai_huangpu,31940,0.0149
2012-05,shanghai_huangpu,31470,0.0031
2012-02,shanghai_huangpu,32216,0.0054
2012-11,shanghai_huangpu,33524,-0.0059
2012-04,shanghai_huangpu,31372,-0.013
2012-03,shanghai_huangpu,31784,-0.0134
2012-01,shanghai_huangpu,32044,
2012-10,shanghai_qingpu,15752,0.0143
2012-08,shanghai_qingpu,15773,0.0259
2012-07,shanghai_qingpu,15375,0.0108
2012-02,shanghai_qingpu,17660,0.0176
2012-12,shanghai_qingpu,15197,-0.007
2012-11,shanghai_qingpu,15304,-0.0284
2012-09,shanghai_qingpu,15530,-0.0154
2012-06,shanghai_qingpu,15210,-0.0277
2012-05,shanghai_qingpu,15644,-0.0314
2012-04,shanghai_qingpu,16151,-0.0398
2012-03,shanghai_qingpu,16821,-0.0475
2012-01,shanghai_qingpu,17354,
2012-12,shanghai_fengxian,13411,0.0128
2012-11,shanghai_fengxian,13242,0.0136
2012-10,shanghai_fengxian,13064,0.002
2012-09,shanghai_fengxian,13038,0.0116
2012-08,shanghai_fengxian,12888,0.0084
2012-07,shanghai_fengxian,12781,0.0292
2012-05,shanghai_fengxian,12585,0.0059
2012-03,shanghai_fengxian,12565,0.0187
2012-06,shanghai_fengxian,12418,-0.0133
2012-04,shanghai_fengxian,12511,-0.0043
2012-02,shanghai_fengxian,12334,-0.0198
2012-01,shanghai_fengxian,12583,
2012-12,shanghai_jinshan,9177,0.0339
2012-11,shanghai_jinshan,8876,0.0099
2012-09,shanghai_jinshan,8852,0.0113
2012-07,shanghai_jinshan,8844,0.02
2012-06,shanghai_jinshan,8671,0.01
2012-04,shanghai_jinshan,8671,0.0031
2012-10,shanghai_jinshan,8789,-0.0071
2012-08,shanghai_jinshan,8753,-0.0103
2012-05,shanghai_jinshan,8585,-0.0099
2012-03,shanghai_jinshan,8644,-0.0089
2012-02,shanghai_jinshan,8722,-0.0128
2012-01,shanghai_jinshan,8835,
2012-10,shanghai_chongming,5497,0.1986
2012-09,shanghai_chongming,4586,0.1024
2012-06,shanghai_chongming,5622,0.3044
2012-12,shanghai_chongming,4888,-0.0774
2012-11,shanghai_chongming,5298,-0.0362
2012-08,shanghai_chongming,4160,-0.0145
2012-07,shanghai_chongming,4221,-0.2492
2012-05,shanghai_chongming,4310,-0.0124
2012-04,shanghai_chongming,4364,-0.0392
2012-03,shanghai_chongming,4542,-0.0007
2012-02,shanghai_chongming,4545,-0.1413
2012-01,shanghai_chongming,5293,
2012-12,shanghai_shanghaizhoubian,6645,0.0125
2012-11,shanghai_shanghaizhoubian,6563,0.0015
2012-09,shanghai_shanghaizhoubian,6610,0.0101
2012-08,shanghai_shanghaizhoubian,6544,0.0003
2012-07,shanghai_shanghaizhoubian,6542,0.0086
2012-10,shanghai_shanghaizhoubian,6553,-0.0086
2012-06,shanghai_shanghaizhoubian,6486,-0.0165
2012-05,shanghai_shanghaizhoubian,6595,-0.0331
2012-04,shanghai_shanghaizhoubian,6821,-0.0187
2012-03,shanghai_shanghaizhoubian,6951,-0.0042
2012-02,shanghai_shanghaizhoubian,6980,-0.027
2012-01,shanghai_shanghaizhoubian,7174,
2012-12,shanghai_whole_city,23428,0.014
2012-11,shanghai_whole_city,23105,0.0077
2012-10,shanghai_whole_city,22929,0.0042
2012-09,shanghai_whole_city,22833,0.0075
2012-08,shanghai_whole_city,22663,0.0065
2012-07,shanghai_whole_city,22516,0.0075
2012-06,shanghai_whole_city,22348,0.0068
2012-05,shanghai_whole_city,22198,0.0017
2012-04,shanghai_whole_city,22160,0.0044
2012-03,shanghai_whole_city,22063,0.0119
2012-02,shanghai_whole_city,21804,-0.0126
2012-01,shanghai_whole_city,22082,
2012-12,beijing_chaoyang,33329,0.0221
2012-11,beijing_chaoyang,32608,0.0184
2012-10,beijing_chaoyang,32020,0.0176
2012-09,beijing_chaoyang,31466,0.0252
2012-08,beijing_chaoyang,30692,0.0276
2012-07,beijing_chaoyang,29868,0.0263
2012-06,beijing_chaoyang,29103,0.016
2012-05,beijing_chaoyang,28646,0.0089
2012-04,beijing_chaoyang,28394,0.0201
2012-03,beijing_chaoyang,27835,0.0284
2012-02,beijing_chaoyang,27067,-0.0076
2012-01,beijing_chaoyang,27273,
2012-12,beijing_haidian,40536,0.034
2012-11,beijing_haidian,39203,0.019
2012-10,beijing_haidian,38473,0.0222
2012-09,beijing_haidian,37637,0.048
2012-08,beijing_haidian,35912,0.0342
2012-07,beijing_haidian,34726,0.0303
2012-06,beijing_haidian,33705,0.012
2012-05,beijing_haidian,33305,0.0106
2012-04,beijing_haidian,32955,0.0344
2012-03,beijing_haidian,31860,0.0333
2012-02,beijing_haidian,30833,-0.0062
2012-01,beijing_haidian,31024,
2012-12,beijing_dongchenga,43997,0.0224
2012-11,beijing_dongchenga,43035,0.0196
2012-10,beijing_dongchenga,42209,0.0143
2012-09,beijing_dongchenga,41613,0.0468
2012-08,beijing_dongchenga,39754,0.0435
2012-07,beijing_dongchenga,38095,0.0053
2012-06,beijing_dongchenga,37895,0.0257
2012-05,beijing_dongchenga,36947,0.0149
2012-04,beijing_dongchenga,36403,0.0471
2012-03,beijing_dongchenga,34766,-0.0033
2012-02,beijing_dongchenga,34881,-0.0023
2012-01,beijing_dongchenga,34960,
2012-12,beijing_xicheng,50928,0.0259
2012-11,beijing_xicheng,49640,0.0126
2012-10,beijing_xicheng,49023,0.0033
2012-09,beijing_xicheng,48864,0.0526
2012-08,beijing_xicheng,46421,0.063
2012-07,beijing_xicheng,43670,0.0371
2012-06,beijing_xicheng,42109,0.0208
2012-05,beijing_xicheng,41249,0.0005
2012-04,beijing_xicheng,41230,0.0242
2012-03,beijing_xicheng,40256,0.0076
2012-02,beijing_xicheng,39954,0.0079
2012-01,beijing_xicheng,39641,
2012-12,beijing_fengtai,27956,0.0248
2012-11,beijing_fengtai,27279,0.0114
2012-10,beijing_fengtai,26972,0.0255
2012-09,beijing_fengtai,26302,0.0282
2012-08,beijing_fengtai,25580,0.0327
2012-07,beijing_fengtai,24770,0.0299
2012-06,beijing_fengtai,24052,0.013
2012-05,beijing_fengtai,23743,0.0149
2012-04,beijing_fengtai,23394,0.0181
2012-03,beijing_fengtai,22977,0.0213
2012-02,beijing_fengtai,22497,-0.014
2012-01,beijing_fengtai,22817,
2012-12,beijing_tongzhou,16676,0.0139
2012-11,beijing_tongzhou,16447,0.0119
2012-10,beijing_tongzhou,16253,0.0137
2012-09,beijing_tongzhou,16033,0.0316
2012-08,beijing_tongzhou,15542,0.0261
2012-07,beijing_tongzhou,15147,0.0204
2012-06,beijing_tongzhou,14844,0.0091
2012-05,beijing_tongzhou,14710,0.0062
2012-04,beijing_tongzhou,14619,0.0222
2012-03,beijing_tongzhou,14302,0.0167
2012-02,beijing_tongzhou,14067,-0.0089
2012-01,beijing_tongzhou,14194,
2012-12,beijing_shijingshan,25208,0.0196
2012-11,beijing_shijingshan,24723,0.0103
2012-10,beijing_shijingshan,24470,0.0143
2012-09,beijing_shijingshan,24125,0.0333
2012-08,beijing_shijingshan,23348,0.0437
2012-07,beijing_shijingshan,22370,0.0231
2012-06,beijing_shijingshan,21864,0.0159
2012-05,beijing_shijingshan,21521,0.0153
2012-04,beijing_shijingshan,21197,0.0416
2012-03,beijing_shijingshan,20351,0.0355
2012-02,beijing_shijingshan,19654,-0.0142
2012-01,beijing_shijingshan,19938,
2012-12,beijing_changping,18225,0.0219
2012-11,beijing_changping,17835,0.0089
2012-10,beijing_changping,17678,0.0236
2012-09,beijing_changping,17271,0.0291
2012-08,beijing_changping,16782,0.006
2012-07,beijing_changping,16682,0.0176
2012-06,beijing_changping,16394,0.0064
2012-05,beijing_changping,16290,0.0041
2012-04,beijing_changping,16224,0.0239
2012-03,beijing_changping,15845,0.0417
2012-02,beijing_changping,15210,-0.0206
2012-01,beijing_changping,15530,
2012-12,beijing_daxing,18929,0.0186
2012-11,beijing_daxing,18583,0.0111
2012-10,beijing_daxing,18379,0.0194
2012-09,beijing_daxing,18030,0.0308
2012-08,beijing_daxing,17492,0.038
2012-07,beijing_daxing,16851,0.0267
2012-06,beijing_daxing,16413,0.0108
2012-05,beijing_daxing,16238,0.0116
2012-04,beijing_daxing,16052,0.0165
2012-03,beijing_daxing,15791,0.0206
2012-02,beijing_daxing,15473,-0.0204
2012-01,beijing_daxing,15796,
2012-12,beijing_shunyi,16240,0.0118
2012-11,beijing_shunyi,16050,0.0145
2012-10,beijing_shunyi,15821,0.0208
2012-09,beijing_shunyi,15498,0.0381
2012-08,beijing_shunyi,14929,0.0368
2012-07,beijing_shunyi,14399,0.0229
2012-04,beijing_shunyi,14244,0.0011
2012-03,beijing_shunyi,14228,0.0429
2012-06,beijing_shunyi,14076,-0.004
2012-05,beijing_shunyi,14132,-0.0079
2012-02,beijing_shunyi,13643,-0.0095
2012-01,beijing_shunyi,13774,
2012-12,beijing_fangshan,11197,0.0011
2012-11,beijing_fangshan,11185,0.0164
2012-10,beijing_fangshan,11004,0.0088
2012-09,beijing_fangshan,10908,0.0031
2012-08,beijing_fangshan,10874,0.0077
2012-07,beijing_fangshan,10791,0.0139
2012-06,beijing_fangshan,10643,0.0129
2012-05,beijing_fangshan,10507,-0.0039
2012-04,beijing_fangshan,10548,-0.0087
2012-03,beijing_fangshan,10641,-0.0023
2012-02,beijing_fangshan,10665,-0.0172
2012-01,beijing_fangshan,10852,
2012-12,beijing_mentougou,16827,0.0311
2012-11,beijing_mentougou,16319,0.0306
2012-10,beijing_mentougou,15834,0.0016
2012-09,beijing_mentougou,15808,0.0076
2012-08,beijing_mentougou,15688,0.0216
2012-07,beijing_mentougou,15356,0.0066
2012-06,beijing_mentougou,15256,0.0104
2012-05,beijing_mentougou,15099,0.0075
2012-04,beijing_mentougou,14986,-0.0002
2012-03,beijing_mentougou,14989,-0.024
2012-02,beijing_mentougou,15357,-0.0349
2012-01,beijing_mentougou,15913,
2012-12,beijing_miyun,10323,0.0278
2012-11,beijing_miyun,10044,0.0042
2012-10,beijing_miyun,10002,0.0062
2012-09,beijing_miyun,9940,0.0201
2012-08,beijing_miyun,9744,0.0104
2012-07,beijing_miyun,9644,0.0124
2012-06,beijing_miyun,9526,0.0061
2012-05,beijing_miyun,9468,0.0018
2012-04,beijing_miyun,9451,0.0053
2012-03,beijing_miyun,9401,0.0012
2012-02,beijing_miyun,9390,-0.0153
2012-01,beijing_miyun,9536,
2012-12,beijing_huairou,14928,0.0238
2012-11,beijing_huairou,14581,0.0037
2012-10,beijing_huairou,14527,0.0123
2012-07,beijing_huairou,14613,0.0506
2012-06,beijing_huairou,13909,0.0188
2012-05,beijing_huairou,13652,0.0034
2012-03,beijing_huairou,13675,0.0016
2012-09,beijing_huairou,14350,-0.0149
2012-08,beijing_huairou,14567,-0.0031
2012-04,beijing_huairou,13606,-0.005
2012-02,beijing_huairou,13653,-0.0005
2012-01,beijing_huairou,13660,
2012-12,beijing_pinggua,11098,0.0307
2012-09,beijing_pinggua,11111,0.0092
2012-08,beijing_pinggua,11010,0.0404
2012-06,beijing_pinggua,11466,0.0133
2012-04,beijing_pinggua,12626,0.0593
2012-11,beijing_pinggua,10767,-0.031
2012-07,beijing_pinggua,10582,-0.0771
2012-05,beijing_pinggua,11316,-0.1038
2012-03,beijing_pinggua,11919,-0.0463
2012-02,beijing_pinggua,12497,-0.0055
2012-10,beijing_pinggua,11111,
2012-01,beijing_pinggua,12566,
2012-11,beijing_yanqing,10973,0.0085
2012-10,beijing_yanqing,10881,0.0098
2012-09,beijing_yanqing,10775,0.1192
2012-08,beijing_yanqing,9627,0.022
2012-04,beijing_yanqing,13888,0.314
2012-02,beijing_yanqing,13022,0.0664
2012-12,beijing_yanqing,10712,-0.0238
2012-07,beijing_yanqing,9420,-0.0793
2012-06,beijing_yanqing,10231,-0.0095
2012-05,beijing_yanqing,10329,-0.2563
2012-03,beijing_yanqing,10569,-0.1884
2012-01,beijing_yanqing,12211,
2012-12,beijing_beijingzhoubiana,7961,0.0073
2012-11,beijing_beijingzhoubiana,7903,0.018
2012-10,beijing_beijingzhoubiana,7763,0.019
2012-09,beijing_beijingzhoubiana,7618,0.0179
2012-08,beijing_beijingzhoubiana,7484,0.0182
2012-07,beijing_beijingzhoubiana,7350,0.0211
2012-06,beijing_beijingzhoubiana,7198,0.0028
2012-05,beijing_beijingzhoubiana,7178,-0.0146
2012-04,beijing_beijingzhoubiana,7284,-0.0109
2012-03,beijing_beijingzhoubiana,7364,-0.0146
2012-02,beijing_beijingzhoubiana,7473,-0.0036
2012-01,beijing_beijingzhoubiana,7500,
2012-12,beijing_whole_city,30158,0.0215
2012-11,beijing_whole_city,29522,0.0155
2012-10,beijing_whole_city,29071,0.0239
2012-09,beijing_whole_city,28392,0.0439
2012-08,beijing_whole_city,27199,0.0233
2012-07,beijing_whole_city,26579,0.0243
2012-06,beijing_whole_city,25948,0.0141
2012-05,beijing_whole_city,25588,0.0069
2012-04,beijing_whole_city,25413,0.0193
2012-03,beijing_whole_city,24932,0.0257
2012-02,beijing_whole_city,24308,-0.0116
2012-01,beijing_whole_city,24593,
2013-12,shenzhen_longgang,16277,0.0183
2013-11,shenzhen_longgang,15984,0.0127
2013-10,shenzhen_longgang,15783,0.0124
2013-09,shenzhen_longgang,15589,0.0202
2013-08,shenzhen_longgang,15281,0.0252
2013-07,shenzhen_longgang,14906,0.0271
2013-06,shenzhen_longgang,14513,0.0369
2013-05,shenzhen_longgang,13996,0.0236
2013-04,shenzhen_longgang,13673,0.0349
2013-03,shenzhen_longgang,13212,0.0413
2013-02,shenzhen_longgang,12688,0.018
2013-01,shenzhen_longgang,12464,0.0297
2013-12,shenzhen_nanshan,32841,0.0143
2013-11,shenzhen_nanshan,32377,0.004
2013-10,shenzhen_nanshan,32249,0.0176
2013-09,shenzhen_nanshan,31690,0.0357
2013-08,shenzhen_nanshan,30597,0.0267
2013-07,shenzhen_nanshan,29802,0.0151
2013-06,shenzhen_nanshan,29359,0.024
2013-05,shenzhen_nanshan,28671,0.0221
2013-04,shenzhen_nanshan,28051,0.0515
2013-03,shenzhen_nanshan,26677,0.0416
2013-02,shenzhen_nanshan,25612,0.0184
2013-01,shenzhen_nanshan,25150,0.0212
2013-12,shenzhen_baoan,21047,0.0086
2013-11,shenzhen_baoan,20868,0.0076
2013-10,shenzhen_baoan,20710,0.0194
2013-09,shenzhen_baoan,20315,0.0161
2013-08,shenzhen_baoan,19993,0.0251
2013-07,shenzhen_baoan,19503,0.0433
2013-06,shenzhen_baoan,18693,0.032
2013-05,shenzhen_baoan,18113,0.0181
2013-04,shenzhen_baoan,17791,0.0335
2013-03,shenzhen_baoan,17214,0.0382
2013-02,shenzhen_baoan,16581,0.0301
2013-01,shenzhen_baoan,16096,0.0193
2013-12,shenzhen_futian,31557,0.0114
2013-11,shenzhen_futian,31201,0.0094
2013-10,shenzhen_futian,30909,0.0086
2013-09,shenzhen_futian,30645,0.0245
2013-08,shenzhen_futian,29912,0.0047
2013-07,shenzhen_futian,29773,0.0226
2013-06,shenzhen_futian,29115,0.0393
2013-05,shenzhen_futian,28013,0.0209
2013-04,shenzhen_futian,27439,0.0253
2013-03,shenzhen_futian,26761,0.0334
2013-02,shenzhen_futian,25896,0.0179
2013-01,shenzhen_futian,25441,0.0157
2013-12,shenzhen_luohu,24469,0.0067
2013-11,shenzhen_luohu,24305,0.0031
2013-10,shenzhen_luohu,24230,0.0091
2013-09,shenzhen_luohu,24011,0.0158
2013-08,shenzhen_luohu,23638,0.0396
2013-07,shenzhen_luohu,22738,0.0338
2013-06,shenzhen_luohu,21995,0.0223
2013-05,shenzhen_luohu,21515,0.0337
2013-04,shenzhen_luohu,20813,0.0333
2013-03,shenzhen_luohu,20142,0.028
2013-02,shenzhen_luohu,19593,0.0177
2013-01,shenzhen_luohu,19252,0.0159
2013-12,shenzhen_yantian,22900,0.0091
2013-11,shenzhen_yantian,22694,0.0096
2013-09,shenzhen_yantian,22668,0.014
2013-08,shenzhen_yantian,22355,0.0878
2013-05,shenzhen_yantian,21297,0.0442
2013-04,shenzhen_yantian,20396,0.032
2013-03,shenzhen_yantian,19763,0.0287
2013-02,shenzhen_yantian,19211,0.0346
2013-01,shenzhen_yantian,18568,0.008
2013-10,shenzhen_yantian,22479,-0.0083
2013-07,shenzhen_yantian,20551,-0.0034
2013-06,shenzhen_yantian,20621,-0.0317
2013-12,shenzhen_whole_city,24910,0.0078
2013-11,shenzhen_whole_city,24718,0.0064
2013-10,shenzhen_whole_city,24560,0.0152
2013-09,shenzhen_whole_city,24192,0.0641
2013-08,shenzhen_whole_city,22734,0.0607
2013-07,shenzhen_whole_city,21434,0.0119
2013-05,shenzhen_whole_city,21690,0.0049
2013-04,shenzhen_whole_city,21584,0.0379
2013-03,shenzhen_whole_city,20796,0.0442
2013-02,shenzhen_whole_city,19915,0.0187
2013-01,shenzhen_whole_city,19550,0.0131
2013-06,shenzhen_whole_city,21181,-0.0235
2013-12,guangzhou_tianhe,25143,0.0103
2013-11,guangzhou_tianhe,24886,0.0236
2013-10,guangzhou_tianhe,24313,0.0036
2013-09,guangzhou_tianhe,24226,0.0106
2013-08,guangzhou_tianhe,23972,0.0108
2013-07,guangzhou_tianhe,23715,0.0126
2013-06,guangzhou_tianhe,23421,0.0364
2013-05,guangzhou_tianhe,22598,0.0155
2013-04,guangzhou_tianhe,22252,0.0218
2013-03,guangzhou_tianhe,21778,0.0403
2013-02,guangzhou_tianhe,20934,0.0177
2013-01,guangzhou_tianhe,20570,0.0211
2013-11,guangzhou_fanyu,14590,0.0046
2013-09,guangzhou_fanyu,14585,0.0322
2013-08,guangzhou_fanyu,14130,0.013
2013-07,guangzhou_fanyu,13949,0.0346
2013-06,guangzhou_fanyu,13482,0.0292
2013-05,guangzhou_fanyu,13100,0.015
2013-04,guangzhou_fanyu,12907,0.0153
2013-03,guangzhou_fanyu,12713,0.0327
2013-02,guangzhou_fanyu,12310,0.0309
2013-01,guangzhou_fanyu,11941,0.008
2013-12,guangzhou_fanyu,14537,-0.0036
2013-10,guangzhou_fanyu,14523,-0.0043
2013-12,guangzhou_baiyun,17515,0.0008
2013-11,guangzhou_baiyun,17501,0.0104
2013-10,guangzhou_baiyun,17321,0.0093
2013-09,guangzhou_baiyun,17161,0.0163
2013-08,guangzhou_baiyun,16885,0.0274
2013-07,guangzhou_baiyun,16434,0.0422
2013-06,guangzhou_baiyun,15769,0.0215
2013-05,guangzhou_baiyun,15437,0.0244
2013-04,guangzhou_baiyun,15070,0.0431
2013-03,guangzhou_baiyun,14447,0.0314
2013-02,guangzhou_baiyun,14007,0.0306
2013-01,guangzhou_baiyun,13591,0.0024
2013-12,guangzhou_haizhu,24522,0.003
2013-11,guangzhou_haizhu,24449,0.0071
2013-10,guangzhou_haizhu,24277,0.0219
2013-09,guangzhou_haizhu,23756,0.0334
2013-08,guangzhou_haizhu,22988,0.0235
2013-07,guangzhou_haizhu,22461,0.0311
2013-06,guangzhou_haizhu,21784,0.0313
2013-05,guangzhou_haizhu,21122,0.036
2013-04,guangzhou_haizhu,20389,0.0244
2013-03,guangzhou_haizhu,19904,0.0254
2013-02,guangzhou_haizhu,19411,0.0246
2013-01,guangzhou_haizhu,18945,0.008
2013-12,guangzhou_yuexiu,28630,0.0276
2013-11,guangzhou_yuexiu,27860,0.0077
2013-10,guangzhou_yuexiu,27648,0.0409
2013-09,guangzhou_yuexiu,26561,0.0068
2013-08,guangzhou_yuexiu,26382,0.0117
2013-06,guangzhou_yuexiu,26386,0.0061
2013-05,guangzhou_yuexiu,26225,0.0775
2013-04,guangzhou_yuexiu,24338,0.0321
2013-03,guangzhou_yuexiu,23582,0.0182
2013-02,guangzhou_yuexiu,23160,0.0125
2013-01,guangzhou_yuexiu,22875,0.0193
2013-07,guangzhou_yuexiu,26078,-0.0117
2013-12,guangzhou_huadu,8329,0.0103
2013-10,guangzhou_huadu,8277,0.0087
2013-09,guangzhou_huadu,8206,0.009
2013-07,guangzhou_huadu,8157,0.0022
2013-06,guangzhou_huadu,8139,0.0229
2013-05,guangzhou_huadu,7957,0.0205
2013-04,guangzhou_huadu,7797,0.0455
2013-03,guangzhou_huadu,7458,0.0287
2013-02,guangzhou_huadu,7250,0.0244
2013-01,guangzhou_huadu,7077,0.0133
2013-11,guangzhou_huadu,8244,-0.004
2013-08,guangzhou_huadu,8133,-0.0029
2013-12,guangzhou_huangpua,15769,0.0057
2013-11,guangzhou_huangpua,15679,0.0042
2013-10,guangzhou_huangpua,15614,0.028
2013-09,guangzhou_huangpua,15188,0.0251
2013-07,guangzhou_huangpua,14950,0.005
2013-06,guangzhou_huangpua,14876,0.0897
2013-05,guangzhou_huangpua,13651,0.0427
2013-04,guangzhou_huangpua,13092,0.0395
2013-03,guangzhou_huangpua,12595,0.0348
2013-02,guangzhou_huangpua,12171,0.026
2013-01,guangzhou_huangpua,11863,0.0041
2013-08,guangzhou_huangpua,14816,-0.009
2013-12,guangzhou_liwan,19386,0.0032
2013-11,guangzhou_liwan,19325,0.0308
2013-10,guangzhou_liwan,18747,0.0583
2013-09,guangzhou_liwan,17715,0.0448
2013-08,guangzhou_liwan,16955,0.018
2013-07,guangzhou_liwan,16656,0.0308
2013-03,guangzhou_liwan,17023,0.0124
2013-02,guangzhou_liwan,16815,0.0085
